2023-05-13 20:38:46.190910 | ל | Window:Key logger|1
2023-05-13 20:38:46.268971 |   | Window:Key logger|1
2023-05-13 20:38:47.406158 | א | Window:Key logger|1
2023-05-13 20:38:47.700495 | ד | Window:Key logger|1
2023-05-13 20:38:47.876499 | ו | Window:Key logger|1
2023-05-13 20:38:48.029036 | נ | Window:Key logger|1
2023-05-13 20:38:48.132651 | י | Window:Key logger|1
2023-05-13 20:38:48.262345 |   | Window:Key logger|1
2023-05-13 20:38:48.437560 | א | Window:Key logger|1
2023-05-13 20:38:48.533465 | ל | Window:Key logger|1
2023-05-13 20:38:48.756981 | י | Window:Key logger|1
2023-05-13 20:38:48.885609 | ה | Window:Key logger|1
2023-05-13 20:38:49.189923 | נ | Window:Key logger|1
2023-05-13 20:38:49.589569 | ו | Window:Key logger|1
2023-05-13 20:38:49.741332 |   | Window:Key logger|1
2023-05-13 20:38:50.509420 | א | Window:Key logger|1
2023-05-13 20:38:50.837846 | ד | Window:Key logger|1
2023-05-13 20:38:50.956991 | ו | Window:Key logger|1
2023-05-13 20:38:51.101998 | נ | Window:Key logger|1
2023-05-13 20:38:51.213765 | י | Window:Key logger|1
2023-05-13 20:38:52.333722 | א | Window:Key logger|1
2023-05-13 20:38:53.518594 |   | Window:Key logger|1
2023-05-13 20:38:53.677492 | א | Window:Key logger|1
2023-05-13 20:38:53.821107 | ח | Window:Key logger|1
2023-05-13 20:38:53.892480 | ד | Window:Key logger|1
2023-05-17 23:38:25.552690 |   | Window:Key logger|1
2023-05-17 23:38:25.977517 | H | Window:Key logger|1
2023-05-17 23:38:26.704260 | e | Window:Key logger|1
2023-05-17 23:38:26.768226 | l | Window:Key logger|1
2023-05-17 23:38:26.912312 | l | Window:Key logger|1
2023-05-17 23:38:27.073206 | o | Window:Key logger|1
2023-05-17 23:45:12.367190 |   | Window:Key logger|1
2023-05-17 23:45:12.774667 | H | Window:Key logger|1
2023-05-17 23:45:13.078664 | e | Window:Key logger|1
2023-05-17 23:45:13.175614 | l | Window:Key logger|1
2023-05-17 23:45:13.318378 | l | Window:Key logger|1
2023-05-17 23:45:13.455628 | o | Window:Key logger|1
2023-05-17 23:45:15.119228 |   | Window:Key logger|1
2023-05-17 23:45:15.280666 | a | Window:Key logger|1
2023-05-17 23:45:15.456344 | g | Window:Key logger|1
2023-05-17 23:45:15.607668 | a | Window:Key logger|1
2023-05-17 23:45:15.735055 | i | Window:Key logger|1
2023-05-17 23:45:15.951290 | n | Window:Key logger|1
2023-05-22 12:14:31.222496 |   | Window:Key logger|1
2023-05-22 12:14:32.221323 | H | Window:Key logger|1
2023-05-22 12:14:32.637495 | a | Window:Key logger|1
2023-05-22 12:14:32.813809 | p | Window:Key logger|1
2023-05-22 12:14:32.925477 | p | Window:Key logger|1
2023-05-22 12:14:33.230974 | y | Window:Key logger|1
2023-05-24 08:58:19.429514 | c | Window:‪Error in Closing Window - Google Chrome‬|1
2023-05-24 08:58:23.221031 | c | Window:‪Error in Closing Window - Google Chrome‬|1
2023-05-24 08:58:27.533867 |   | Window:Key logger|1
2023-05-24 08:58:28.036792 | v | Window:Key logger|1
2023-05-24 08:58:29.036953 |   | Window:Key logger|1
2023-05-24 08:58:29.535586 | v | Window:Key logger|1
2023-06-04 01:31:36.870068 |   | Window:Key logger|1
2023-06-04 01:31:38.603710 | p | Window:Key logger|1
2023-06-04 01:31:38.683942 | a | Window:Key logger|1
2023-06-04 01:31:39.012917 | s | Window:Key logger|1
2023-06-04 01:31:39.163701 | s | Window:Key logger|1
2023-06-04 01:31:39.708879 | w | Window:Key logger|1
2023-06-04 01:31:39.829033 | o | Window:Key logger|1
2023-06-04 01:31:39.988951 | r | Window:Key logger|1
2023-06-04 01:31:40.332287 | d | Window:Key logger|1
2023-06-04 01:31:41.276692 |   | Window:Key logger|1
2023-06-04 01:31:41.660589 | b | Window:Key logger|1
2023-06-04 01:31:41.780218 | i | Window:Key logger|1
2023-06-04 01:31:41.908629 | t | Window:Key logger|1
2023-06-04 01:31:42.300326 | c | Window:Key logger|1
2023-06-04 01:31:42.428744 | h | Window:Key logger|1
2023-06-04 01:31:57.508505 |   | Window:Key logger|1
2023-06-04 01:31:57.923928 | b | Window:Key logger|1
2023-06-04 01:31:58.084577 | o | Window:Key logger|1
2023-06-04 01:31:58.236115 | o | Window:Key logger|1
2023-06-04 01:31:58.323652 | b | Window:Key logger|1
2023-06-04 01:31:59.428465 | s | Window:Key logger|1
2023-06-04 01:32:00.475547 |   | Window:Key logger|1
2023-06-04 01:32:02.268455 | a | Window:Key logger|1
2023-06-04 01:32:02.467972 | s | Window:Key logger|1
2023-06-04 01:32:02.620793 | s | Window:Key logger|1
2023-06-04 01:32:04.428561 |   | Window:Key logger|1
2023-06-04 01:32:05.700378 | d | Window:Key logger|1
2023-06-04 01:32:05.820178 | i | Window:Key logger|1
2023-06-04 01:32:05.980596 | c | Window:Key logger|1
2023-06-04 01:32:06.077501 | k | Window:Key logger|1
2023-06-04 01:32:06.251927 |   | Window:Key logger|1
2023-06-04 01:32:09.539625 | s | Window:Key logger|1
2023-06-04 01:32:09.677451 | , | Window:Key logger|1
2023-06-04 01:32:11.068450 |   | Window:Key logger|1
2023-06-04 01:32:11.324139 | a | Window:Key logger|1
2023-06-04 01:32:11.636569 | r | Window:Key logger|1
2023-06-04 01:32:11.732699 | i | Window:Key logger|1
2023-06-04 01:32:11.915884 | e | Window:Key logger|1
2023-06-04 01:32:12.020545 | l | Window:Key logger|1
2023-06-04 01:32:14.772689 |   | Window:Key logger|1
2023-06-04 01:32:15.092485 | a | Window:Key logger|1
2023-06-04 01:32:15.452112 | r | Window:Key logger|1
2023-06-04 01:32:15.611874 | i | Window:Key logger|1
2023-06-04 01:32:15.724504 | e | Window:Key logger|1
2023-06-04 01:32:15.860610 | l | Window:Key logger|1
2023-06-04 01:32:16.443491 |   | Window:Key logger|1
2023-06-04 01:32:17.668499 | s | Window:Key logger|1
2023-06-04 01:32:17.827794 | o | Window:Key logger|1
2023-06-04 01:32:18.371909 | c | Window:Key logger|1
2023-06-04 01:32:18.499589 | h | Window:Key logger|1
2023-06-04 01:32:18.636521 | e | Window:Key logger|1
2023-06-04 01:32:18.748412 | k | Window:Key logger|1
2023-06-04 01:32:18.971497 | u | Window:Key logger|1
2023-06-11 22:53:07.203589 |   | Window:Key logger|1
2023-06-11 22:53:07.473059 | a | Window:Key logger|1
2023-06-11 22:53:08.235162 | d | Window:Key logger|1
2023-06-11 22:53:08.353175 | m | Window:Key logger|1
2023-06-11 22:53:08.456938 | i | Window:Key logger|1
2023-06-11 22:53:08.584511 | n | Window:Key logger|1
2023-06-11 22:53:08.696370 |   | Window:Key logger|1
2023-06-11 22:53:09.345377 | l | Window:Key logger|1
2023-06-11 22:53:09.505279 | o | Window:Key logger|1
2023-06-11 22:53:09.889169 | v | Window:Key logger|1
2023-06-11 22:53:10.127866 | e | Window:Key logger|1
2023-06-11 22:53:10.247937 |   | Window:Key logger|1
2023-07-30 23:01:14.161278 |   | Window:Key logger|1
2023-07-30 23:01:14.415206 | h | Window:Key logger|1
2023-07-30 23:01:14.543643 | e | Window:Key logger|1
2023-07-30 23:01:14.671053 | l | Window:Key logger|1
2023-07-30 23:01:14.822968 | l | Window:Key logger|1
2023-07-30 23:01:14.982437 | o | Window:Key logger|1
2023-07-30 23:01:15.094458 |   | Window:Key logger|1
2023-07-30 23:02:09.591930 |   | Window:Key logger|1
2023-07-30 23:02:10.526747 | h | Window:Key logger|1
2023-07-30 23:02:10.624187 | e | Window:Key logger|1
2023-07-30 23:02:10.792018 | l | Window:Key logger|1
2023-07-30 23:02:10.941962 | l | Window:Key logger|1
2023-07-30 23:02:11.110621 | o | Window:Key logger|1
2023-07-30 23:02:11.126718 |   | Window:Key logger|1
2023-07-30 23:02:19.078160 | H | Window:Mozilla Firefox|1
2023-07-30 23:02:19.542061 | e | Window:Mozilla Firefox|1
2023-07-30 23:02:19.638050 | l | Window:Mozilla Firefox|1
2023-07-30 23:02:19.774049 | l | Window:Mozilla Firefox|1
2023-07-30 23:02:19.926150 | o | Window:Mozilla Firefox|1
